Present_Tmax;LDAPS_RHmin;LDAPS_RHmax;LDAPS_Tmax_lapse;LDAPS_Tmin_lapse;LDAPS_WS;LDAPS_LH;LDAPS_CC1;LDAPS_CC2;LDAPS_CC3;LDAPS_CC4;LDAPS_PPT1;LDAPS_PPT2;LDAPS_PPT3;LDAPS_PPT4;lat;lon;DEM;Slope;Solar radiation;Next_Tmax
30,50;61,35;90,95;30,06;23,67;7,09;62,79;0,02;0,07;0,74;0,80;0,00;0,00;0,08;9,85;37,54;127,09;28,70;0,62;5823,45;29,50
30,90;61,50;94,68;29,20;23,66;7,97;42,24;0,02;0,09;0,71;0,82;0,00;0,00;0,07;8,98;37,55;126,99;132,12;0,59;5882,93;29,20
31,30;58,29;90,81;30,22;23,88;6,75;46,56;0,05;0,07;0,68;0,81;0,00;0,00;0,04;12,22;37,58;127,08;59,83;2,69;5819,25;29,20
30,00;59,65;93,40;29,94;23,72;7,62;40,24;0,03;0,11;0,71;0,80;0,00;0,00;0,06;7,34;37,50;126,93;30,97;0,62;5816,78;29,30
29,20;59,40;94,76;29,98;24,28;7,60;47,29;0,04;0,11;0,70;0,85;0,00;0,00;0,07;6,55;37,55;126,94;30,05;0,86;5826,16;30,30
28,90;65,47;92,08;29,17;22,47;6,87;70,02;0,01;0,08;0,69;0,76;0,00;0,00;0,10;10,41;37,47;127,00;82,29;2,26;5818,45;29,00
30,80;62,53;95,40;29,65;21,91;6,25;76,67;0,04;0,08;0,68;0,85;0,00;0,00;0,02;11,89;37,62;127,10;53,47;0,70;5831,25;28,80
31,30;64,83;93,52;29,38;22,41;6,71;70,99;0,01;0,11;0,69;0,81;0,00;0,00;0,11;9,87;37,48;127,02;56,44;1,23;5823,09;30,80
29,90;61,29;94,67;29,54;23,46;7,64;50,14;0,07;0,10;0,68;0,84;0,00;0,00;0,07;6,34;37,58;126,94;75,09;1,77;5853,06;29,40
29,70;71,61;98,76;28,52;22,25;10,42;50,10;0,02;0,08;0,57;0,89;0,00;0,00;0,03;7,81;37,62;127,00;146,55;4,73;5892,49;29,00
30,00;59,21;93,09;30,34;24,22;7,27;38,49;0,02;0,08;0,68;0,83;0,00;0,00;0,06;11,76;37,55;127,04;26,30;0,57;5818,53;28,50
30,60;63,39;92,11;29,77;23,30;7,24;83,81;0,02;0,09;0,74;0,80;0,00;0,00;0,12;8,20;37,51;127,09;21,97;0,13;5811,77;29,90
30,20;63,33;93,44;29,39;23,74;7,28;76,82;0,05;0,10;0,72;0,83;0,00;0,00;0,08;5,25;37,54;126,89;15,59;0,16;5810,38;30,00
29,90;60,95;93,40;29,80;23,90;7,50;57,16;0,04;0,10;0,72;0,83;0,00;0,00;0,09;5,77;37,52;126,91;17,30;0,22;5809,19;29,60
30,80;59,66;94,46;30,14;24,40;7,53;42,45;0,01;0,11;0,69;0,81;0,00;0,00;0,06;9,14;37,52;126,97;19,58;0,27;5814,27;29,90
25,90;85,71;96,84;25,85;23,28;14,01;35,95;0,61;0,79;0,70;0,61;0,01;0,58;0,02;0,02;37,60;126,99;212,34;2,79;5944,78;23,40
28,50;78,08;93,03;27,79;24,73;10,28;36,73;0,64;0,77;0,68;0,53;0,01;0,43;0,02;0,02;37,60;127,03;44,76;0,51;5819,56;25,20
28,50;73,76;88,58;28,42;25,33;10,09;27,24;0,66;0,78;0,66;0,55;0,01;0,39;0,00;0,01;37,58;127,06;33,31;0,27;5813,83;26,40
28,70;87,54;98,13;27,19;24,30;11,25;40,64;0,67;0,69;0,64;0,53;0,01;0,51;0,08;0,04;37,65;127,02;45,72;2,53;5807,13;26,60
30,80;78,54;94,25;28,17;24,61;10,32;57,45;0,59;0,74;0,59;0,58;0,05;0,69;0,00;0,00;37,55;127,14;35,04;0,51;5809,35;26,60
28,10;75,09;89,27;28,17;25,10;9,88;44,69;0,69;0,73;0,62;0,53;0,04;0,42;0,00;0,01;37,51;127,04;54,64;0,15;5823,57;27,60
28,80;82,97;93,86;26,94;24,27;11,81;69,46;0,69;0,84;0,74;0,64;0,01;0,14;0,00;0,02;37,58;126,84;12,37;0,10;5799,27;26,10
28,10;76,78;90,49;27,70;24,43;11,33;29,62;0,70;0,81;0,70;0,61;0,03;0,06;0,00;0,00;37,47;126,91;52,52;1,56;5813,24;26,40
27,70;80,86;93,32;26,90;23,98;12,11;40,10;0,70;0,85;0,67;0,65;0,01;0,06;0,00;0,01;37,50;126,83;50,93;0,41;5827,15;25,40
28,00;79,20;92,94;26,55;23,49;11,28;37,94;0,66;0,72;0,63;0,56;0,05;0,21;0,01;0,00;37,46;126,96;208,51;5,18;5838,03;25,40
28,60;73,86;89,66;28,57;25,26;9,94;44,72;0,64;0,75;0,61;0,54;0,05;0,52;0,00;0,01;37,54;127,09;28,70;0,62;5814,64;27,20
27,00;75,53;89,56;27,32;24,40;11,14;30,41;0,66;0,79;0,69;0,57;0,01;0,25;0,00;0,01;37,55;126,99;132,12;0,59;5873,92;25,20
28,30;73,52;89,55;28,19;25,11;9,49;33,44;0,67;0,79;0,65;0,56;0,02;0,57;0,00;0,01;37,58;127,08;59,83;2,69;5810,17;27,00
29,00;75,14;88,94;28,13;24,84;11,29;26,85;0,72;0,80;0,72;0,62;0,02;0,11;0,00;0,01;37,50;126,93;30,97;0,62;5807,83;26,30
28,60;76,18;89,10;27,98;24,89;10,94;34,49;0,70;0,82;0,74;0,65;0,01;0,18;0,00;0,02;37,55;126,94;30,05;0,86;5817,36;25,50
28,50;77,35;90,56;27,90;24,51;9,97;52,55;0,66;0,67;0,55;0,50;0,05;0,33;0,02;0,01;37,47;127,00;82,29;2,26;5809,12;25,50
28,10;78,84;95,39;27,59;24,11;9,11;42,46;0,71;0,81;0,68;0,54;0,01;0,55;0,01;0,01;37,62;127,10;53,47;0,70;5822,31;26,20
30,10;77,23;92,50;28,01;24,39;9,07;51,16;0,68;0,70;0,58;0,48;0,05;0,40;0,01;0,02;37,48;127,02;56,44;1,23;5813,99;27,60
28,50;77,92;90,32;27,41;24,51;11,04;36,81;0,64;0,84;0,74;0,66;0,01;0,24;0,00;0,03;37,58;126,94;75,09;1,77;5844,24;25,60
28,20;90,46;99,19;26,25;23,57;16,31;30,39;0,60;0,75;0,66;0,56;0,01;0,74;0,10;0,04;37,62;127,00;146,55;4,73;5883,89;25,90
28,00;74,09;88,31;28,46;25,42;10,07;27,91;0,62;0,75;0,63;0,55;0,02;0,42;0,00;0,01;37,55;127,04;26,30;0,57;5809,66;26,70
29,10;74,60;90,18;28,67;25,23;10,15;63,01;0,62;0,72;0,56;0,56;0,06;0,59;0,00;0,01;37,51;127,09;21,97;0,13;5802,83;26,80
29,40;79,08;91,58;27,61;24,67;11,33;54,64;0,69;0,82;0,73;0,64;0,01;0,10;0,00;0,02;37,54;126,89;15,59;0,16;5801,47;26,30
29,40;76,94;90,08;27,95;24,79;11,32;39,49;0,71;0,81;0,73;0,64;0,01;0,12;0,00;0,02;37,52;126,91;17,30;0,22;5800,24;26,60
29,30;73,35;87,69;28,46;25,16;10,37;31,78;0,73;0,78;0,69;0,58;0,02;0,23;0,00;0,01;37,52;126,97;19,58;0,27;5805,40;27,00
23,10;88,82;99,75;25,37;22,23;11,09;25,29;0,49;0,38;0,31;0,30;0,22;0,02;0,05;0,00;37,60;126,99;212,34;2,79;5935,62;23,00
24,80;78,36;97,74;27,77;23,25;8,97;36,55;0,46;0,35;0,26;0,19;0,39;0,00;0,01;0,00;37,60;127,03;44,76;0,51;5810,09;27,10
26,10;72,96;95,54;28,34;23,58;8,95;23,77;0,48;0,37;0,27;0,20;0,22;0,00;0,02;0,00;37,58;127,06;33,31;0,27;5804,36;27,20
26,30;83,40;99,06;27,99;23,29;7,58;52,41;0,41;0,32;0,23;0,14;1,35;0,00;0,00;0,00;37,65;127,02;45,72;2,53;5797,60;27,20
26,30;78,55;94,52;27,85;23,97;8,30;55,64;0,53;0,36;0,29;0,22;0,54;0,00;0,00;0,00;37,55;127,14;35,04;0,51;5799,80;27,60
26,80;75,45;94,34;27,92;23,82;8,76;35,79;0,51;0,41;0,26;0,22;0,46;0,00;0,03;0,00;37,51;127,04;54,64;0,15;5814,02;28,20
25,80;85,36;97,39;26,43;23,20;8,39;53,53;0,53;0,35;0,29;0,31;0,03;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5789,76;26,40
26,30;77,73;96,36;27,31;23,18;9,13;32,58;0,54;0,42;0,26;0,25;0,59;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5803,58;27,20
25,30;82,87;97,64;26,53;22,82;9,20;48,20;0,50;0,46;0,27;0,29;0,24;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5817,68;26,40
25,10;80,38;97,95;26,39;22,49;9,88;39,36;0,50;0,43;0,26;0,23;0,99;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5827,47;26,50
27,00;73,57;93,42;28,39;24,11;8,38;35,22;0,50;0,37;0,27;0,27;0,34;0,00;0,01;0,00;37,54;127,09;28,70;0,62;5805,24;27,90
24,50;77,14;97,01;26,97;22,77;9,47;24,48;0,52;0,39;0,28;0,28;0,15;0,00;0,01;0,00;37,55;126,99;132,12;0,59;5864,33;26,10
26,80;72,27;94,46;28,19;23,56;8,25;31,29;0,48;0,36;0,28;0,23;0,32;0,00;0,05;0,00;37,58;127,08;59,83;2,69;5800,49;27,30
26,20;75,85;96,04;27,71;23,38;9,10;21,18;0,53;0,43;0,26;0,26;0,44;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5798,29;26,80
25,40;77,73;96,16;27,38;23,37;8,39;25,20;0,53;0,40;0,28;0,27;0,09;0,00;0,01;0,00;37,55;126,94;30,05;0,86;5807,98;26,40
25,30;79,00;95,86;27,77;23,40;8,27;55,54;0,48;0,38;0,24;0,20;1,04;0,00;0,00;0,00;37,47;127,00;82,29;2,26;5799,18;27,50
26,00;78,83;96,51;27,69;23,30;7,99;58,74;0,50;0,35;0,28;0,22;0,43;0,00;0,02;0,00;37,62;127,10;53,47;0,70;5812,78;27,10
26,90;78,10;94,08;27,98;23,68;7,91;53,46;0,50;0,40;0,25;0,21;0,93;0,00;0,00;0,00;37,48;127,02;56,44;1,23;5804,30;29,00
25,40;80,12;97,10;26,79;23,01;8,38;27,57;0,53;0,40;0,29;0,28;0,09;0,00;0,01;0,00;37,58;126,94;75,09;1,77;5834,85;26,00
25,60;91,48;99,99;26,15;22,68;12,88;19,66;0,45;0,38;0,30;0,26;0,62;0,04;0,02;0,00;37,62;127,00;146,55;4,73;5874,70;26,30
26,40;73,48;95,35;28,35;23,63;9,02;22,96;0,49;0,39;0,27;0,22;0,27;0,00;0,01;0,00;37,55;127,04;26,30;0,57;5800,21;27,40
26,70;76,10;92,51;28,18;24,29;7,62;42,40;0,51;0,40;0,27;0,29;0,67;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5793,31;28,20
26,30;81,32;96,70;26,92;23,32;8,40;41,46;0,53;0,42;0,28;0,26;0,07;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5791,97;27,40
26,50;78,23;96,34;27,40;23,37;8,61;29,97;0,53;0,43;0,27;0,25;0,16;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5790,70;27,20
26,70;74,92;95,15;28,03;23,62;8,44;23,09;0,53;0,42;0,27;0,27;0,29;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5795,94;27,70
NaN;70,05;99,67;27,87;22,91;11,02;44,00;0,89;0,63;0,37;0,35;2,65;0,04;0,00;0,00;37,60;126,99;212,34;2,79;5925,88;23,40
26,90;60,99;97,51;30,26;24,08;8,93;46,44;0,88;0,64;0,39;0,35;2,25;0,01;0,00;0,00;37,60;127,03;44,76;0,51;5800,04;25,90
26,90;57,36;95,06;30,81;24,35;8,14;27,62;0,89;0,68;0,47;0,43;1,99;0,00;0,00;0,00;37,58;127,06;33,31;0,27;5794,32;26,30
27,10;65,19;99,21;30,33;24,16;8,72;61,11;0,89;0,61;0,25;0,17;3,32;0,03;0,00;0,00;37,65;127,02;45,72;2,53;5787,55;26,70
27,50;63,41;96,39;30,51;24,40;7,87;67,58;0,91;0,67;0,44;0,46;2,82;0,00;0,00;0,00;37,55;127,14;35,04;0,51;5789,66;26,70
27,80;59,39;94,00;30,57;24,57;7,57;37,82;0,92;0,63;0,44;0,39;1,25;0,00;0,00;0,00;37,51;127,04;54,64;0,15;5803,88;27,30
25,60;74,45;97,53;28,05;23,67;9,07;79,83;0,89;0,61;0,46;0,36;3,53;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5779,67;26,00
26,90;62,96;96,10;29,69;23,92;9,52;45,54;0,93;0,68;0,44;0,29;1,04;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5793,33;26,70
26,00;71,28;97,66;28,39;23,37;9,79;72,32;0,89;0,71;0,43;0,30;1,34;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5807,63;25,60
26,40;60,97;98,11;29,21;22,91;10,71;60,79;0,92;0,59;0,31;0,22;1,03;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5816,26;26,20
27,70;57,95;93,35;31,10;24,84;7,30;38,98;0,91;0,64;0,45;0,42;1,97;0,00;0,00;0,00;37,54;127,09;28,70;0,62;5795,27;27,00
25,10;60,73;96,54;29,41;23,62;9,43;32,57;0,91;0,64;0,44;0,39;1,93;0,00;0,00;0,00;37,55;126,99;132,12;0,59;5854,15;25,60
27,30;57,19;94,68;30,82;24,44;7,60;33,92;0,93;0,66;0,49;0,46;2,17;0,00;0,00;0,00;37,58;127,08;59,83;2,69;5790,22;26,70
26,80;60,76;95,49;29,98;24,14;9,51;29,14;0,91;0,62;0,46;0,35;1,27;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5788,17;26,50
25,80;62,46;96,00;29,62;24,01;8,83;33,14;0,92;0,60;0,46;0,39;2,16;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5798,01;25,60
27,40;59,63;95,89;30,44;24,09;9,02;76,90;0,90;0,51;0,34;0,24;1,02;0,00;0,00;0,00;37,47;127,00;82,29;2,26;5788,63;27,20
26,70;63,00;96,48;30,27;24,18;7,39;75,37;0,93;0,63;0,51;0,42;2,28;0,01;0,00;0,00;37,62;127,10;53,47;0,70;5802,67;26,20
28,20;59,51;94,61;30,64;24,42;7,16;66,19;0,90;0,56;0,41;0,33;1,00;0,00;0,00;0,00;37,48;127,02;56,44;1,23;5794,01;28,00
25,20;64,67;96,84;29,00;23,66;8,75;37,86;0,92;0,63;0,47;0,42;2,53;0,00;0,00;0,00;37,58;126,94;75,09;1,77;5824,88;25,70
26,00;71,59;99,99;28,54;23,47;13,52;37,76;0,87;0,62;0,28;0,22;2,93;0,08;0,00;0,00;37,62;127,00;146,55;4,73;5864,96;25,90
26,90;57,76;95,24;30,85;24,39;8,39;27,23;0,92;0,67;0,43;0,42;1,80;0,00;0,00;0,00;37,55;127,04;26,30;0,57;5790,17;26,30
28,00;59,19;94,19;30,95;24,66;7,48;48,72;0,91;0,62;0,41;0,35;1,22;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5783,19;27,10
26,30;68,18;96,76;28,85;23,92;9,00;54,36;0,90;0,59;0,45;0,35;2,25;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5781,88;26,60
26,50;63,98;96,19;29,44;23,99;9,26;39,35;0,90;0,60;0,46;0,35;1,84;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5780,58;26,70
26,80;59,10;94,58;30,49;24,38;8,57;29,68;0,91;0,60;0,44;0,39;1,68;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5785,90;26,80
23,30;84,59;99,66;24,81;22,72;11,13;22,77;0,86;0,65;0,84;0,74;0,14;0,12;0,00;0,00;37,60;126,99;212,34;2,79;5915,58;22,40
25,70;74,94;97,45;27,09;24,34;9,76;32,38;0,85;0,61;0,79;0,73;0,12;0,07;0,00;0,00;37,60;127,03;44,76;0,51;5789,40;25,20
26,20;69,46;94,06;27,84;24,93;9,18;17,75;0,84;0,60;0,82;0,73;0,09;0,03;0,00;0,00;37,58;127,06;33,31;0,27;5783,69;25,60
26,70;83,04;99,31;26,76;23,96;10,38;36,90;0,83;0,58;0,77;0,78;0,07;0,12;0,01;0,00;37,65;127,02;45,72;2,53;5776,88;25,80
26,50;76,70;96,98;27,55;24,24;8,85;50,04;0,83;0,60;0,73;0,72;0,11;0,01;0,00;0,00;37,55;127,14;35,04;0,51;5778,93;25,60
27,10;70,02;93,08;28,06;24,78;8,43;24,28;0,79;0,57;0,76;0,71;0,02;0,01;0,00;0,00;37,51;127,04;54,64;0,15;5793,14;26,30
25,90;82,61;97,14;25,70;23,56;11,03;61,05;0,86;0,62;0,75;0,69;0,05;0,09;0,00;0,00;37,58;126,84;12,37;0,10;5768,99;25,10
26,50;72,34;95,95;27,30;23,92;10,68;25,66;0,78;0,59;0,69;0,61;0,03;0,01;0,00;0,00;37,47;126,91;52,52;1,56;5782,48;25,70
25,60;79,99;97,18;26,04;23,44;11,69;45,31;0,83;0,61;0,71;0,66;0,04;0,03;0,00;0,00;37,50;126,83;50,93;0,41;5796,99;24,80
25,90;74,89;97,55;26,32;23,00;11,74;33,00;0,76;0,53;0,65;0,58;0,03;0,01;0,00;0,00;37,46;126,96;208,51;5,18;5804,41;24,90
26,80;69,78;94,62;28,20;24,70;8,06;26,17;0,82;0,60;0,76;0,73;0,03;0,01;0,00;0,00;37,54;127,09;28,70;0,62;5784,71;26,10
25,00;72,17;96,17;26,78;23,86;10,13;17,26;0,83;0,60;0,80;0,71;0,03;0,03;0,00;0,00;37,55;126,99;132,12;0,59;5843,38;24,30
26,60;69,37;94,34;27,69;24,63;8,22;25,01;0,83;0,62;0,81;0,72;0,14;0,03;0,00;0,00;37,58;127,08;59,83;2,69;5779,36;26,00
26,30;70,20;94,90;27,67;24,35;10,69;13,21;0,79;0,60;0,72;0,60;0,03;0,01;0,00;0,00;37,50;126,93;30,97;0,62;5777,45;25,70
25,50;72,71;95,14;27,20;24,38;9,54;19,76;0,81;0,63;0,80;0,66;0,03;0,03;0,00;0,00;37,55;126,94;30,05;0,86;5787,47;24,50
26,40;72,16;95,32;27,84;24,18;10,43;53,19;0,75;0,48;0,62;0,56;0,03;0,01;0,00;0,00;37,47;127,00;82,29;2,26;5777,47;25,30
26,10;76,07;96,56;26,87;24,31;7,91;50,12;0,80;0,60;0,81;0,68;0,14;0,07;0,00;0,00;37,62;127,10;53,47;0,70;5791,96;25,40
27,50;71,98;94,28;27,97;24,49;8,24;47,14;0,79;0,54;0,70;0,62;0,02;0,01;0,00;0,00;37,48;127,02;56,44;1,23;5783,12;26,30
25,60;75,68;96,27;26,43;24,00;9,22;23,00;0,82;0,64;0,83;0,71;0,04;0,05;0,00;0,00;37,58;126,94;75,09;1,77;5814,33;24,80
25,80;88,72;99,98;25,23;22,98;14,61;11,58;0,84;0,62;0,79;0,73;0,20;0,19;0,00;0,00;37,62;127,00;146,55;4,73;5854,64;24,90
26,20;69,81;93,85;27,97;24,91;9,33;13,59;0,83;0,58;0,78;0,72;0,04;0,02;0,00;0,00;37,55;127,04;26,30;0,57;5779,55;25,50
NaN;72,20;95,17;28,10;24,51;8,37;38,78;0,80;0,57;0,74;0,69;0,02;0,01;0,00;0,00;37,51;127,09;21,97;0,13;5772,49;26,10
26,40;77,23;96,42;26,70;24,08;10,20;41,80;0,82;0,61;0,75;0,64;0,04;0,04;0,00;0,00;37,54;126,89;15,59;0,16;5771,21;25,50
26,60;73,53;95,60;27,20;24,32;10,42;26,42;0,81;0,61;0,74;0,62;0,03;0,03;0,00;0,00;37,52;126,91;17,30;0,22;5769,86;25,70
26,80;69,31;94,08;27,94;24,66;9,43;15,67;0,81;0,60;0,75;0,66;0,03;0,02;0,00;0,00;37,52;126,97;19,58;0,27;5775,27;26,00
22,40;95,82;98,02;23,36;21,45;11,56;25,80;0,88;0,96;0,97;0,86;0,62;4,40;3,59;0,52;37,60;126,99;212,34;2,79;5904,71;21,80
25,20;89,47;96,03;24,91;22,83;9,14;43,10;0,86;0,89;0,96;0,88;0,59;4,21;3,23;0,50;37,60;127,03;44,76;0,51;5778,18;24,30
25,50;84,33;93,85;25,54;23,09;8,69;48,46;0,82;0,91;0,96;0,88;0,30;3,65;3,35;0,70;37,58;127,06;33,31;0,27;5772,47;24,70
25,60;93,70;98,60;24,84;22,61;9,51;38,77;0,81;0,87;0,97;0,86;0,84;4,08;2,97;0,39;37,65;127,02;45,72;2,53;5765,66;24,70
25,60;88,99;96,70;24,82;22,98;9,16;41,39;0,79;0,89;0,96;0,89;0,07;2,45;3,90;0,83;37,55;127,14;35,04;0,51;5767,61;25,00
26,10;83,73;95,02;25,47;22,97;8,66;47,21;0,81;0,83;0,96;0,89;0,04;2,22;4,66;0,89;37,51;127,04;54,64;0,15;5781,82;25,40
25,10;92,27;95,57;24,43;22,57;8,98;41,62;0,86;0,89;0,95;0,84;0,32;4,94;3,43;0,66;37,58;126,84;12,37;0,10;5757,72;24,30
25,60;88,32;96,06;24,59;22,36;9,70;42,83;0,80;0,86;0,97;0,87;0,11;3,03;6,65;1,13;37,47;126,91;52,52;1,56;5771,04;24,60
24,60;91,85;95,89;24,15;22,25;9,77;37,07;0,84;0,86;0,94;0,87;0,18;3,98;6,31;1,10;37,50;126,83;50,93;0,41;5785,77;23,60
24,90;88,57;97,99;23,71;21,54;11,72;41,41;0,80;0,85;0,96;0,84;0,08;2,80;7,30;1,04;37,46;126,96;208,51;5,18;5791,91;24,10
25,90;84,18;94,59;25,49;23,20;7,99;43,06;0,84;0,88;0,93;0,90;0,04;2,40;4,21;0,87;37,54;127,09;28,70;0,62;5773,57;25,40
24,20;86,54;95,34;24,46;22,28;9,48;41,83;0,86;0,92;0,98;0,89;0,08;3,55;4,42;0,87;37,55;126,99;132,12;0,59;5832,01;23,20
25,70;85,85;94,00;25,20;23,05;7,78;44,95;0,85;0,92;0,95;0,89;0,29;3,28;3,24;0,71;37,58;127,08;59,83;2,69;5767,89;25,30
25,70;86,22;95,18;25,06;22,73;9,50;45,67;0,80;0,88;0,98;0,88;0,10;3,02;5,67;1,06;37,50;126,93;30,97;0,62;5766,15;24,50
24,50;86,59;94,16;25,11;22,77;8,48;41,42;0,84;0,89;0,97;0,89;0,10;3,87;4,40;0,89;37,55;126,94;30,05;0,86;5776,35;23,70
25,10;85,89;96,64;25,02;22,52;10,55;48,36;0,77;0,78;0,93;0,84;0,06;2,53;6,36;0,96;37,47;127,00;82,29;2,26;5765,70;24,20
25,40;90,44;96,99;24,54;22,48;7,51;34,46;0,88;0,90;0,96;0,83;0,52;3,68;3,01;0,49;37,62;127,10;53,47;0,70;5780,67;24,60
26,10;85,77;96,06;25,08;22,72;8,36;43,38;0,81;0,78;0,95;0,86;0,05;2,24;5,33;0,92;37,48;127,02;56,44;1,23;5771,63;25,40
24,70;88,70;94,73;24,54;22,42;8,33;38,68;0,85;0,91;0,96;0,88;0,21;4,34;3,61;0,73;37,58;126,94;75,09;1,77;5803,19;23,80
24,80;94,97;99,32;24,04;21,93;14,12;17,63;0,88;0,97;0,96;0,85;0,76;4,33;3,53;0,44;37,62;127,00;146,55;4,73;5843,77;23,90
25,40;83,55;94,25;25,78;23,12;8,94;46,73;0,82;0,87;0,98;0,89;0,08;3,06;4,22;0,85;37,55;127,04;26,30;0,57;5768,35;24,70
25,90;83,11;95,09;25,55;23,21;8,44;45,75;0,81;0,86;0,96;0,90;0,03;2,04;4,48;0,83;37,51;127,09;21,97;0,13;5761,19;25,50
25,40;89,27;94,43;24,86;22,79;8,70;42,09;0,82;0,87;0,96;0,88;0,13;3,90;4,84;0,94;37,54;126,89;15,59;0,16;5759,95;24,70
25,60;87,43;94,44;25,07;22,83;8,91;43,48;0,82;0,88;0,97;0,89;0,12;3,58;5,17;0,99;37,52;126,91;17,30;0,22;5758,56;24,70
25,80;84,18;94,42;25,48;23,00;8,55;45,08;0,82;0,87;0,98;0,88;0,07;2,97;4,95;0,95;37,52;126,97;19,58;0,27;5764,06;25,00
NaN;95,03;99,21;24,08;21,87;8,54;9,37;0,86;0,97;0,96;0,90;4,44;5,06;1,35;0,98;37,60;126,99;212,34;2,79;5893,27;23,20
24,30;92,60;96,84;25,49;23,07;6,35;25,83;0,87;0,92;0,92;0,91;4,87;4,69;1,17;0,92;37,60;127,03;44,76;0,51;5766,34;25,20
24,70;91,11;95,11;25,73;23,25;6,07;31,80;0,89;0,95;0,93;0,96;5,35;5,68;0,90;0,25;37,58;127,06;33,31;0,27;5760,66;25,40
24,60;94,09;98,50;25,82;22,79;5,37;20,39;0,86;0,89;0,87;0,83;3,43;4,73;1,66;0,40;37,65;127,02;45,72;2,53;5753,80;26,10
25,00;91,24;96,62;25,83;22,86;5,68;20,95;0,93;0,94;0,89;0,93;6,00;7,93;0,76;0,02;37,55;127,14;35,04;0,51;5755,69;26,00
25,40;89,63;95,23;25,83;23,09;5,64;29,14;0,91;0,93;0,90;0,93;8,98;9,39;0,60;0,02;37,51;127,04;54,64;0,15;5769,90;26,10
24,20;94,49;96,72;24,87;22,95;5,63;17,50;0,88;0,95;0,93;0,91;5,72;4,70;1,16;0,52;37,58;126,84;12,37;0,10;5745,85;25,80
24,60;92,81;95,57;25,23;23,05;6,75;29,94;0,89;0,89;0,93;0,92;9,27;11,03;0,62;0,00;37,47;126,91;52,52;1,56;5759,00;25,80
23,60;94,61;96,98;24,78;22,81;6,51;23,04;0,88;0,93;0,95;0,92;8,56;7,22;0,79;0,02;37,50;126,83;50,93;0,41;5773,96;25,30
24,10;93,01;96,56;24,32;22,11;8,43;30,35;0,89;0,91;0,88;0,90;9,89;9,88;0,57;0,01;37,46;126,96;208,51;5,18;5778,77;25,40
25,40;88,88;94,96;26,08;23,25;5,23;26,97;0,90;0,96;0,89;0,93;6,91;7,94;0,63;0,04;37,54;127,09;28,70;0,62;5761,85;25,80
23,00;93,30;96,32;24,75;22,63;6,66;28,95;0,87;0,95;0,93;0,91;6,70;6,09;0,73;0,09;37,55;126,99;132,12;0,59;5820,04;25,50
25,20;90,43;94,92;25,63;23,05;5,41;28,73;0,91;0,93;0,93;0,95;5,16;6,27;0,88;0,15;37,58;127,08;59,83;2,69;5755,83;25,80
24,50;92,25;95,00;25,46;23,26;6,50;32,66;0,90;0,89;0,94;0,92;9,01;8,97;0,67;0,01;37,50;126,93;30,97;0,62;5754,25;25,80
23,70;92,78;95,86;25,37;23,24;5,85;28,11;0,85;0,94;0,93;0,91;6,84;5,30;0,82;0,17;37,55;126,94;30,05;0,86;5764,64;25,40
24,30;90,90;96,10;25,57;22,83;6,65;30,40;0,89;0,86;0,85;0,89;9,71;10,16;0,53;0,00;37,47;127,00;82,29;2,26;5753,31;25,60
24,60;93,69;96,73;25,39;22,60;5,18;19,01;0,89;0,94;0,92;0,92;4,54;4,78;1,11;0,81;37,62;127,10;53,47;0,70;5768,78;25,30
25,40;89,19;95,84;25,94;22,97;5,16;26,67;0,91;0,89;0,87;0,87;9,59;10,21;0,51;0,00;37,48;127,02;56,44;1,23;5759,54;26,20
23,80;94,18;96,25;24,95;22,89;5,65;25,22;0,86;0,97;0,94;0,90;5,39;4,79;1,07;0,69;37,58;126,94;75,09;1,77;5791,47;25,30
23,80;94,70;99,84;24,95;22,35;10,61;6,17;0,85;0,95;0,95;0,88;4,04;5,04;1,49;0,83;37,62;127,00;146,55;4,73;5832,30;25,80
24,70;91,13;95,29;25,84;23,27;6,17;32,58;0,89;0,95;0,91;0,94;6,34;6,74;0,69;0,05;37,55;127,04;26,30;0,57;5756,56;25,40
25,40;88,09;95,32;26,18;23,19;5,12;23,74;0,91;0,94;0,86;0,91;9,17;10,15;0,64;0,00;37,51;127,09;21,97;0,13;5749,31;26,30
